Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,3,1,-49.2 +/- 9.7,16,0.5 +/- 0.3,-40.6 +/- 2.3,-409.4 +/- 40.6,8.7 +/- 2.7,646.5 +/- 88.2,1695.9 +/- 28.8,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster1.pdb
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,2,2,-38.4 +/- 7.6,16,16.1 +/- 0.1,-30.3 +/- 12.8,-387.8 +/- 61.5,11.0 +/- 6.1,584.3 +/- 39.9,1733.9 +/- 73.4,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster2.pdb
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,1,3,-34.2 +/- 7.5,22,13.9 +/- 0.1,-37.6 +/- 4.0,-337.6 +/- 25.3,8.4 +/- 2.8,625.3 +/- 10.9,1751.8 +/- 117.9,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster3.pdb
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,6,4,-25.9 +/- 6.6,12,16.4 +/- 0.0,-41.8 +/- 5.7,-266.4 +/- 28.6,4.2 +/- 1.5,649.7 +/- 41.1,1568.2 +/- 79.9,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster4.pdb
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,10,5,-24.0 +/- 6.2,5,8.6 +/- 0.0,-40.0 +/- 3.4,-286.7 +/- 15.2,8.0 +/- 2.7,653.2 +/- 25.0,1604.0 +/- 39.2,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster5.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,13,0,-27.0 +/- 16.3,4,0.6 +/- 0.3,-40.0 +/- 9.1,-296.2 +/- 46.0,12.5 +/- 2.4,597.8 +/- 36.1,1774.9 +/- 24.8,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster0.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,5,1,-21.9 +/- 2.8,11,12.5 +/- 0.1,-31.1 +/- 3.3,-339.4 +/- 19.6,6.0 +/- 2.2,711.1 +/- 17.0,1542.4 +/- 72.1,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster1.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,2,2,-21.0 +/- 8.6,17,4.8 +/- 0.1,-40.2 +/- 7.3,-223.7 +/- 31.6,4.4 +/- 2.0,594.5 +/- 56.8,1546.4 +/- 69.4,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster2.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,4,3,-20.7 +/- 1.0,11,14.5 +/- 0.1,-36.4 +/- 3.9,-301.1 +/- 17.6,6.4 +/- 4.6,695.7 +/- 67.8,1466.8 +/- 21.3,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster3.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,6,4,-18.1 +/- 16.9,11,1.7 +/- 0.2,-30.3 +/- 9.6,-298.4 +/- 36.8,11.0 +/- 2.6,608.4 +/- 32.4,1646.6 +/- 79.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster4.pdb
myosin_binder_rabbit_100to200_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347097-myosin_binder_rabbit_100to200_hotspot_2,11,5,-15.9 +/- 6.2,5,10.4 +/- 0.1,-32.5 +/- 1.8,-265.9 +/- 41.6,6.8 +/- 2.3,629.9 +/- 50.8,1614.4 +/- 67.2,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_2_cluster5.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,1,0,-30.0 +/- 6.3,36,7.1 +/- 0.2,-43.2 +/- 4.5,-246.9 +/- 36.5,9.9 +/- 3.3,525.9 +/- 96.3,1660.3 +/- 31.1,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster0.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,3,1,-28.0 +/- 8.2,18,15.5 +/- 0.1,-46.2 +/- 2.1,-318.1 +/- 24.1,13.0 +/- 1.6,688.4 +/- 65.6,1841.7 +/- 60.9,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster1.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,6,2,-26.9 +/- 12.1,8,5.3 +/- 0.8,-34.5 +/- 6.2,-265.7 +/- 25.8,19.9 +/- 3.0,409.3 +/- 71.6,1715.6 +/- 80.1,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster2.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,2,3,-23.0 +/- 3.6,20,11.5 +/- 0.6,-46.3 +/- 4.6,-211.4 +/- 46.9,9.2 +/- 1.7,562.9 +/- 6.2,1708.6 +/- 60.1,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster3.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,7,4,-22.6 +/- 7.9,6,9.8 +/- 0.1,-34.1 +/- 8.0,-267.0 +/- 24.9,18.6 +/- 1.0,462.7 +/- 49.1,1601.7 +/- 99.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster4.pdb
myosin_binder_rabbit_150to250_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347098-myosin_binder_rabbit_150to250_hotspot_2,4,5,-17.5 +/- 5.2,11,17.3 +/- 0.5,-37.3 +/- 5.2,-283.3 +/- 29.2,10.3 +/- 2.1,662.0 +/- 68.6,1703.1 +/- 87.8,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_2_cluster5.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,5,0,-20.5 +/- 8.1,11,14.4 +/- 0.8,-43.1 +/- 8.5,-265.5 +/- 23.1,16.6 +/- 2.5,591.6 +/- 83.0,1666.0 +/- 101.5,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster0.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,1,1,-17.4 +/- 2.1,14,8.4 +/- 0.1,-54.0 +/- 6.2,-188.9 +/- 37.0,7.5 +/- 1.8,668.5 +/- 41.3,1364.6 +/- 50.7,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster1.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,8,2,-12.0 +/- 5.0,10,16.2 +/- 0.2,-29.5 +/- 1.9,-349.5 +/- 27.4,14.3 +/- 1.5,731.1 +/- 12.3,1513.4 +/- 81.1,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster2.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,7,3,-10.6 +/- 5.8,10,12.0 +/- 0.4,-40.8 +/- 4.2,-228.9 +/- 49.6,11.5 +/- 1.3,644.4 +/- 82.4,1459.8 +/- 190.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster3.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,12,4,-8.3 +/- 5.5,5,14.1 +/- 0.1,-32.4 +/- 4.2,-265.4 +/- 16.0,8.7 +/- 2.4,684.0 +/- 91.1,1325.8 +/- 25.4,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster4.pdb
myosin_binder_rabbit_200to300_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347099-myosin_binder_rabbit_200to300_hotspot_2,2,5,-8.3 +/- 3.4,12,9.7 +/- 0.3,-49.7 +/- 5.3,-176.3 +/- 47.0,13.2 +/- 2.3,634.3 +/- 24.0,1594.5 +/- 57.2,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_2_cluster5.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,1,0,-61.5 +/- 1.9,34,0.5 +/- 0.4,-60.7 +/- 5.5,-335.9 +/- 34.4,4.3 +/- 0.8,620.0 +/- 59.7,2041.0 +/- 47.7,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster0.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,2,1,-50.8 +/- 6.9,20,8.9 +/- 0.0,-56.3 +/- 2.6,-313.6 +/- 53.4,0.9 +/- 2.1,674.2 +/- 52.6,1970.3 +/- 64.5,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster1.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,3,2,-41.6 +/- 10.4,19,17.6 +/- 0.1,-60.9 +/- 2.4,-239.9 +/- 44.1,-1.4 +/- 1.2,686.9 +/- 80.4,1695.7 +/- 120.6,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster2.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,7,3,-40.2 +/- 2.6,8,14.0 +/- 0.0,-62.0 +/- 2.7,-183.0 +/- 21.7,2.7 +/- 3.6,556.7 +/- 51.2,2003.2 +/- 88.9,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster3.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,5,4,-39.8 +/- 7.8,9,11.3 +/- 0.4,-62.1 +/- 11.1,-192.8 +/- 48.3,1.2 +/- 1.9,596.5 +/- 47.2,1797.3 +/- 86.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster4.pdb
myosin_binder_rabbit_250to350_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347100-myosin_binder_rabbit_250to350_hotspot_2,11,5,-32.2 +/- 8.6,4,16.7 +/- 0.4,-64.4 +/- 8.8,-161.4 +/- 58.0,1.2 +/- 6.3,633.1 +/- 50.1,1807.8 +/- 115.1,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_2_cluster5.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,6,0,-34.9 +/- 7.7,9,0.7 +/- 0.6,-61.1 +/- 8.6,-232.8 +/- 43.4,14.3 +/- 2.4,584.7 +/- 75.3,1963.8 +/- 9.6,-2.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster0.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,4,1,-24.2 +/- 5.4,12,4.7 +/- 0.6,-36.2 +/- 5.7,-360.9 +/- 43.5,14.7 +/- 2.0,694.2 +/- 75.4,1654.6 +/- 13.0,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster1.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,7,2,-21.1 +/- 3.1,8,13.7 +/- 0.4,-44.0 +/- 7.2,-179.6 +/- 21.9,0.7 +/- 2.6,581.1 +/- 14.1,1431.3 +/- 61.9,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster2.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,13,3,-20.8 +/- 4.2,4,4.1 +/- 0.3,-37.3 +/- 4.4,-322.4 +/- 38.4,16.7 +/- 4.6,642.1 +/- 22.3,1677.7 +/- 79.5,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster3.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,2,4,-19.5 +/- 4.6,25,10.2 +/- 0.2,-33.7 +/- 3.5,-316.4 +/- 36.7,15.3 +/- 2.8,621.4 +/- 61.4,1604.6 +/- 47.5,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster4.pdb
myosin_binder_rabbit_300to400_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347101-myosin_binder_rabbit_300to400_hotspot_2,5,5,-18.6 +/- 3.1,9,13.5 +/- 0.2,-34.4 +/- 5.6,-316.5 +/- 29.5,9.6 +/- 3.2,694.5 +/- 81.0,1586.0 +/- 46.9,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_2_cluster5.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,1,0,-38.8 +/- 6.4,27,8.5 +/- 0.0,-53.9 +/- 5.9,-222.9 +/- 32.8,7.0 +/- 2.2,526.1 +/- 81.3,1656.8 +/- 63.4,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster0.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,4,1,-35.4 +/- 9.5,19,0.5 +/- 0.3,-51.9 +/- 5.7,-213.4 +/- 26.2,2.8 +/- 2.4,563.6 +/- 76.9,1589.6 +/- 30.3,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster1.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,14,2,-22.9 +/- 14.6,4,2.7 +/- 0.1,-59.7 +/- 3.5,-131.8 +/- 13.3,1.2 +/- 0.6,619.9 +/- 110.0,1577.3 +/- 107.4,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster2.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,11,3,-22.8 +/- 13.6,5,8.8 +/- 0.2,-62.7 +/- 5.8,-115.6 +/- 32.9,2.1 +/- 3.6,609.6 +/- 109.0,1616.9 +/- 159.3,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster3.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,6,4,-19.1 +/- 9.9,8,5.1 +/- 0.1,-48.2 +/- 6.5,-135.2 +/- 32.1,7.8 +/- 2.0,483.3 +/- 61.6,1642.1 +/- 21.0,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster4.pdb
myosin_binder_rabbit_350to450_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347102-myosin_binder_rabbit_350to450_hotspot_2,3,5,-18.7 +/- 6.1,22,16.0 +/- 0.0,-41.6 +/- 5.8,-205.6 +/- 33.1,9.7 +/- 3.5,542.8 +/- 61.8,1556.4 +/- 104.6,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_2_cluster5.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,4,0,-29.0 +/- 3.8,17,13.4 +/- 0.0,-53.9 +/- 6.1,-145.2 +/- 16.4,1.0 +/- 1.2,529.3 +/- 34.7,1714.2 +/- 91.0,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster0.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,1,1,-28.6 +/- 1.0,25,7.2 +/- 1.1,-50.5 +/- 6.2,-170.7 +/- 42.4,0.5 +/- 2.2,554.7 +/- 74.5,1622.4 +/- 39.9,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster1.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,11,2,-28.3 +/- 8.9,4,10.5 +/- 0.3,-32.3 +/- 4.1,-268.8 +/- 33.2,6.5 +/- 1.0,513.3 +/- 66.5,1570.8 +/- 70.4,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster2.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,7,3,-25.2 +/- 1.9,10,15.5 +/- 0.1,-55.0 +/- 1.8,-142.6 +/- 19.1,3.2 +/- 3.1,551.1 +/- 39.4,1756.0 +/- 44.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster3.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,3,4,-25.1 +/- 6.8,21,14.9 +/- 0.1,-56.2 +/- 1.2,-150.1 +/- 18.4,6.0 +/- 1.8,551.2 +/- 62.4,1662.4 +/- 34.6,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster4.pdb
myosin_binder_rabbit_400to500_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347103-myosin_binder_rabbit_400to500_hotspot_2,5,5,-20.5 +/- 4.9,13,9.2 +/- 0.3,-55.3 +/- 3.5,-120.5 +/- 25.4,1.4 +/- 3.0,575.6 +/- 20.8,1722.8 +/- 59.4,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_2_cluster5.pdb
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,5,0,-45.2 +/- 5.1,7,3.7 +/- 0.8,-48.0 +/- 2.6,-306.6 +/- 51.7,-1.8 +/- 1.6,659.1 +/- 109.8,1571.1 +/- 76.3,-2.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster0.pdb
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,4,1,-37.2 +/- 7.6,8,13.4 +/- 0.3,-37.1 +/- 3.5,-302.8 +/- 32.1,1.8 +/- 2.4,587.3 +/- 56.8,1710.4 +/- 88.8,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster1.pdb
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,15,2,-24.0 +/- 15.1,4,6.5 +/- 0.3,-55.1 +/- 11.6,-222.7 +/- 29.2,2.3 +/- 4.9,733.2 +/- 64.5,1619.5 +/- 41.3,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster2.pdb
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,3,3,-20.4 +/- 3.7,13,10.4 +/- 0.4,-41.5 +/- 4.8,-262.1 +/- 61.6,-0.1 +/- 4.7,736.8 +/- 55.3,1465.7 +/- 38.0,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster3.pdb
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,1,4,-17.3 +/- 2.9,28,16.2 +/- 0.1,-44.1 +/- 7.1,-206.4 +/- 24.6,-1.2 +/- 1.8,693.3 +/- 56.1,1446.5 +/- 53.0,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster4.pdb
